고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
1126,20102040000,He just spat on his hands and resumed his work.,그는 다만 손에 침을 뱉고는 그의 일을 계속할 뿐이었다.,"""resumed his work""가 ""he""에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1127,20102040000,"Immigrants from Germany, France and other European countries followed.","독일, 프랑스, 그리고 다른 유럽 국가들로부터의 이주민들이 뒤따랐다.","""immigrants""가 ""followed""의 주어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1128,20102040000,One reason is that light cannot curve around the earth or travel through the earth.,한 가지 이유는 빛이 지구를 따라 굴절하거나 지구를 뚫고 지나갈 수 없기 ㄸ문이다.,"""or""로 연결된 두 동사구가 주어 ""light""에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1129,20102040000,Ralph sold papers and shined shoes.,랠프는 신문도 팔고 구두도 닦았다.,"두 동사구가 """"ralph""에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1130,20102050000,It is certain that he is deeply moved by the beauty and peace of the moment.,그가 그 순간의 아름다움과 평화스러움에 깊이 감동된 것은 확실하다.,"""the beauty and peace of the moment""이 [순간의 아름다움과 평화스러움]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1131,20102050000,"The bag filled with smoke and hot air, and they felt it pulling upwards.","그 자루는 연기와 뜨거운 공기로 가득찼고, 그들은 그것이 위를 향해 당기고 있는 것을 느꼈다.","""smoke and hot air""가 ""filled with""의 목적어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1132,20102050000,"When the king had dug two rows, he stopped and repeated his questions.",임금은 두 줄을 파고 나서 일손을 멈추고는 그의 질문을 되풀이했다.,"""stopped and repeated his questions""가 [멈춰서 그의 질문을 되풀이 했다]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1133,20102050000,"The hotel sent giveaways to its guests, such as telephones or watches.",그 호텔은 고객에게 전화와 시계 등의 경품을 보냈다.,"[전화와 시계 등의 경품]으로, “such as"" 이하가 ""giveaways""에 걸리도록 번역되었습니까?",,,문법책-Hornby
1134,20102060000,All Burke ever wanted to do was to train his new pony.,버크가 하고 싶어했던 것은 모두 자기의 새 조랑말을 훈련시키는 것뿐이었다.,"""All Burke ever wanted to do""가 [버크가 하고 싶어했던 것은 모두]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1135,20102060000,But the plants that had piano tones for just a short time grew well.,그러나 단지 짧은 시간 동안만 피아노 소리를 들은 식물들은 잘 자랐다.,[짧은 시간동안 피아노 소리를 들은 식물]로 번역되었습니까?,,,영어교과서-고교ii-a-1
1136,20102060000,Honesty is clearly not a quality that can be measured and transformed into a permanent score.,분명히 정직이란 그것을 측정하여 불변의 수치로 바꿀 수 있는 자질이 아니다.,"""and""로 이어진 동사구가 모두 ""quality""를 수식하도록 번역되었습니까?",,,영어교과서-고교ii-a-1
1137,20102060000,"There was one among us, however, who had no fear of the terrible plague.",그러나 우리들 중에 그 무서운 병을 두려워하지 않는 한 아이가 있었다.,""",who~""관계절이 ""one""을 수식하도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1138,20102060000,By ordering books from the company you founded we continue to save more.,당신이 설립한 회사에 책을 주문함으로써 우리들은 계속 절약할 수 있다.,"[당신이 설립한 회사에 책을 주문함으로써]로 ""By ordering books from the company you founded""가 하나의 덩어리로 번역되었습니까?",,,문법책-Hornby
1139,20102070000,"The king was very glad to have made peace with his enemy, and to have gained him for a friend.",임금은 그의 적과 화해를 하고 그를 친구로 얻게 되어 매우 기뻤다.,"""to have gained him for a friend""가 ""to have made~""와 같이 ""glad""에 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1140,20102070000,We talked about a new way to build an electronic dictionary.,우리들은 전자사전을 만드는 새로운 방법에 대해 서로 이야기했다.,"[전자사전을 만드는 새로운 기술]로, TO부정사구가 “way""에 걸리도록 번역되었습니까?",,,문법책-Hornby
1141,20102070000,We have a large number of pages to write.,우리들은 몇 페이지나 쓰지 않으면 안된다.,"[써야만 하는 많은 페이지]로 ""to write""가 ""a large number of pages""에 걸리도록 번역되었습니까?",,,문법책-Hornby
1142,20102080000,"Now the mood of international festivity was high, and everybody seemed to get excited and expectant.",이제 국제적인 축제의 분위기는 고조되었고 모든 사람들은 흥분되고 기대에 찬 모습이었다.,"""expectant""가 ""get expectant""로  번역이 되었습니까?",,,영어교과서-고교ii-a-1
1143,20102080000,We all seemed to forget for a while that something strange and terrible was hovering everywhere about us.,우리 모두는 이상하고 무시무시한 무엇인가가 우리 주위의 도처에 감돌고 있다는 것을 잠시 잊고 있는 듯했다.,""" something strange and terrible ""가 [이상하고 무서운 무엇]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1144,20102090000,She had always believed that music could heal and noise could hurt.,그녀는 음악은 병을 치료할 수 있으며 소음은 해를 끼칠 수 있다고 늘 믿어 왔다.,"""that절""이 ""and""로 연결된 절까지 걸리도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1145,20201000000,"""Caroline had paralysis.""",캐롤라인은 소아마비에 걸렸었잖아.,"""had paralysis""가 [소아마비에 걸렸었다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1146,20201000000,Balloons were making long journeys in the air.,기구는 공중에서 긴 여행을 하고 있었다.,"""make ~journey""가 [여행을 하다]로 번역되었습니까?",,,영어교과서-고교ii-a-1
1147,20201000000,But she also took a science course.,그러나 그녀는 또한 과학 과정도 이수했다.,"""took a science course""가 [과학과정을 이수하다]로 번역되었습니까?",,,영어교과서-고교ii-a-1
1148,20201000000,"He played basketball, too, and helped his team win the championship for three years straight.",그는 농구도 해서 그의 팀이 3년 연속 우승을 하는 데 일조를 했다.,"""played basketball""가 [농구를 하다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1149,20201000000,I didn't want to miss my train.,나는 기차를 놓치고 싶지 않았습니다.,"""miss my train""이 [기차를 놓치다]라고 번역되었습니까?",,,영어교과서-고교ii-a-1
1150,20201000000,It just takes time.,단지 시간이 걸릴 뿐이지요,"""takes time""에서 ""take""의 여러 가지 의미중 ""~걸리다""의 뜻으로 쓰였는가?",,,영어교과서-고교ii-a-1
1151,20202000000,Mr. Blair frowned at his son.,블레어 씨는 그의 아들을 보고 눈살을 찌푸렸다.,"""frown""이 ""at""과 공기현상을 일으켜 [~을 보고 눈살을 찌푸리다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1152,20202000000,My grandfather stared at me for a moment.,할아버지께서는 잠시 나를 뚫어지게 쳐다보셨다.,"""stare""가 ""at""과 공기현상을 일으켜 [~을 뚫어지게 쳐다보다]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1153,20202000000,The two women beamed with pride.,두 여인은 자랑스러워서 환하게 미소지었다.,"""beam""이 ""with""와 함께 [~으로 환하게 미소짓다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1154,20202000000,She took me for a foreigner.,그녀는 나를 외국인이라고 생각했다.,"""take∼for∼""가 [∼을 ∼라고 생각하다]로 번역되었습니까?",,,문법책-Hornby
1155,20202000000,The computer company is based in New York.,컴퓨터회사는 뉴욕에 본거지를 둔다.,"“be based""가 [본거지를 두다]로 번역되었습니까?",,,문법책-Hornby
1156,20203000000,And then a novel idea occurred to them.,그러다가 그들에게 기발한 생각이 떠올랐다.,"""idea occurred to ""가 [~에게 생각이 떠오르다]로 번역되었습니까?",,,영어교과서-고교ii-a-1
1157,20203000000,Foreign reporters and correspondents were busy covering what was going on in Seoul.,외국의 취재 기자와 특파원들은 서울에서 일어나고 있는 일들을 취재하느라고 바빴다.,"""cover""가 [취재하다]로 번역되었습니까?",,,영어교과서-고교ii-a-1
1158,20203000000,The star shines in the north.,별이 북쪽에서 반짝이고 있다.,"""star""가 [별]로 번역되었습니까?",,,문법책-Hornby
1159,20203000000,The star ate lunch.,스타는 점심을 먹었다.,"""star""가 [스타]로 번역되었습니까?",,,문법책-Hornby
1160,20204000000,"He received his Master's degree in 1928, and achieved one successs after another.",그는 1928년에 석사 학위를 받았고 하나씩 계속해서 성공을 거두었다.,"""Master's degree""가 [석사학위]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1161,20205000000,"many others will join Mrs. Retallack, studying the effects of sound on people.",많은 사람들이 레텔랙 부인의 일에 참여해서 사람들에 대한 소리의 효과를 연구할 것이다.,"""effect""가 ""on""과 공기현상을 일으켜서 [효과]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1162,20205000000,He was devoted to his reflection on the game.,그는 시합의 반성에 몰두하고 있었다.,"“reflection""이 [반성] 또는 [불명예]로 번역되었습니까?",,,문법책-Hornby
1163,20205000000,An echo is the reflection of a sound wave.,메아리란 음파의 반사이다.,"""reflection""이 [반사]로 번역되었습니까?",,,문법책-Hornby
1164,20205000000,I drank a cup of tea.,나는 한잔의 차를 마셨다.,"""a cup of tea""가 [한잔의 차]로 번역되었습니까?",,,문법책-Hornby
1165,20205000000,He is a financial adviser to the troubled company.,그는 불안정한 회사에 경제 조언가이다.,"""adviser to""가 [~에 있어 조언가]라는 관계대응의 의미로 번역되었는가?",,,문법책-Hornby
1166,20206000000,"One afternoon, a pleasant-looking white woman knocked at the door.",어느날 오후 한 상냥해 보이는 백인 여자가 문을 두드렸다.,"""one afternoon""가 [어느날 오후]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1167,20206000000,"Other features that people often mention when describing the ""criminal type"" are heavy eyebrows.",범죄형을 설명할 때 사람들이 흔히 언급하는 다른 특성들은 짙은 눈썹이다.,"""heavy""가 [짙은] 또는 [굵은]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1168,20206000000,Some people will offer a large amount of money for a stamp like this.,어떤 사람들은 이같은 우표에 대해 상당한 돈을 내겠다고 할 거야.,"""large""가 ""amount""와 함께 쓰여 수량을 나타내는 [많은]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
1169,20206000000,He was a bright child.,그는 현명한 아이였다.,"“bright""가 [현명한]으로 번역되었습니까?",,,문법책-Hornby
1170,20206000000,The bright light was shining on the building.,밝은 라이트가 건물을 비추고 있다.,"""bright""가 [밝은]으로 번역되었습니까?",,,문법책-Hornby
1171,20207000000,He was angry with my advice.,그는 나의 조언에 화를 내고 있었다.,"""angry with""가 [∼에 화를 내고 있다]로 번역되었습니까?",,,문법책-Hornby
1172,20207000000,"When I am with others, I take responsibility for my behavior.",나는 타인과 같이 있을 때는 자신의 행동에 책임을 진다.,[행동에 대한 책임]으로 번역되었습니까?,,,문법책-Hornby
